ID,item_cnt_month
165,0.2710469
166,0.2710469
167,0.2710469
168,0.03172165
169,0.2710469
170,0.2710469
171,0.2710469
172,0.2710469
173,0.2710469
174,0.2710469
175,1.7784089
176,0.2710469
177,0.03172165
178,0.2710469
179,0.2710469
180,0.5409038
181,0.2710469
182,0.03172165
183,0.2710469
184,0.2710469
185,0.03172165
186,0.2710469
187,0.2710469
188,0.03172165
189,0.03172165
190,0.03172165
191,0.2710469
192,0.2710469
193,0.2710469
194,0.2710469
195,0.5409038
196,0.2710469
197,0.2710469
198,0.2710469
199,0.03172165
200,0.03172165
201,0.03172165
202,0.5409038
203,0.2710469
204,0.2710469
205,0.03172165
206,0.03172165
207,0.2710469
208,0.2710469
209,0.2710469
210,0.2710469
211,0.2710469
212,0.2710469
213,0.2710469
214,0.2710469
215,0.2710469
216,0.2710469
217,0.2710469
218,0.2710469
219,0.8868718
220,0.2710469
221,0.03172165
222,0.03172165
223,0.2710469
224,0.5409038
225,0.2710469
226,0.2710469
227,0.03172165
228,0.2710469
229,0.03172165
230,0.03172165
231,0.2710469
232,0.03172165
233,0.2710469
234,0.03172165
235,0.2710469
236,0.2710469
237,0.2710469
238,0.2710469
239,0.5409038
240,0.2710469
241,0.2710469
242,0.03172165
243,0.03172165
244,0.03172165
245,0.2710469
246,0.5409038
247,0.2710469
248,1.3028096
249,0.2710469
250,0.2710469
251,0.2710469
252,0.5409038
253,0.5409038
254,0.2710469
255,0.5409038
256,0.03172165
257,0.2710469
258,0.2710469
259,0.2710469
260,0.5409038
261,0.2710469
262,0.2710469
263,0.03172165
264,0.2710469
265,0.2710469
266,0.03172165
267,0.2710469
268,0.2710469
269,0.2710469
270,0.2710469
271,0.2710469
272,0.2710469
273,0.2710469
274,0.5409038
275,0.03172165
276,0.2710469
277,0.2710469
278,0.2710469
279,0.2710469
280,0.2710469
281,0.2710469
282,0.2710469
283,0.2710469
284,0.2710469
285,0.2710469
286,0.03172165
287,0.2710469
288,0.2710469
289,0.2710469
290,0.03172165
291,0.2710469
292,0.2710469
293,0.2710469
294,0.2710469
295,0.2710469
296,0.2710469
297,0.2710469
298,0.03172165
299,0.03172165
300,0.2710469
301,0.5409038
302,0.5409038
303,0.2710469
304,0.2710469
305,0.2710469
306,0.2710469
307,0.2710469
308,0.2710469
309,0.03172165
310,0.03172165
311,0.2710469
312,0.2710469
313,0.2710469
314,0.03172165
315,0.2710469
316,0.2710469
317,0.5409038
318,0.2710469
319,0.2710469
320,0.03172165
321,0.2710469
322,0.2710469
323,0.2710469
324,0.2710469
325,0.2710469
326,0.2710469
327,0.03172165
328,0.03172165
329,0.2710469
330,0.03172165
331,0.03172165
332,0.2710469
333,0.2710469
334,0.2710469
335,0.2710469
336,0.2710469
337,0.2710469
338,0.2710469
339,0.2710469
340,0.2710469
341,0.2710469
342,0.03172165
343,0.2710469
344,0.2710469
345,0.2710469
346,0.5409038
347,0.2710469
348,0.2710469
349,0.2710469
350,0.03172165
351,0.2710469
352,0.03172165
353,0.2710469
354,0.03172165
355,0.03172165
356,0.2710469
357,0.2710469
358,0.2710469
359,0.2710469
360,0.2710469
361,0.2710469
362,0.2710469
363,0.2710469
364,0.2710469
365,0.2710469
366,0.03172165
367,0.03172165
368,0.03172165
369,0.2710469
370,0.03172165
371,0.2710469
372,0.5409038
373,0.03172165
374,0.2710469
375,0.2710469
376,0.2710469
377,0.2710469
378,0.2710469
379,0.03172165
380,0.5409038
381,0.2710469
382,0.2710469
383,0.03172165
384,0.2710469
385,0.2710469
386,0.2710469
387,0.03172165
388,0.2710469
389,0.2710469
390,0.03172165
391,0.2710469
392,0.2710469
393,0.2710469
394,0.03172165
395,0.03172165
396,0.2710469
397,1.3028096
398,0.03172165
399,0.2710469
400,0.03172165
401,0.2710469
402,0.2710469
403,0.2710469
404,0.2710469
405,0.2710469
406,0.2710469
407,0.2710469
408,0.2710469
409,0.03172165
410,0.03172165
411,0.5409038
412,0.2710469
413,0.2710469
414,0.03172165
415,0.2710469
416,0.03172165
417,0.03172165
418,0.03172165
419,0.03172165
420,0.2710469
421,0.2710469
422,0.2710469
423,0.2710469
424,0.2710469
425,0.2710469
426,0.03172165
427,0.03172165
428,0.2710469
429,0.2710469
430,0.5409038
431,0.2710469
432,0.2710469
433,0.03172165
434,0.2710469
435,0.2710469
436,0.2710469
437,0.2710469
438,0.2710469
439,0.2710469
440,0.5409038
441,2.30189
442,0.2710469
443,0.2710469
444,0.2710469
445,0.2710469
446,0.2710469
447,0.2710469
448,0.2710469
449,0.2710469
450,0.2710469
451,0.2710469
452,0.2710469
453,0.2710469
454,0.2710469
455,0.2710469
456,0.2710469
457,0.03172165
458,0.8868718
459,0.2710469
460,0.8868718
461,0.5409038
462,0.2710469
463,0.2710469
464,0.2710469
465,0.03172165
466,0.03172165
467,0.03172165
468,0.03172165
469,0.2710469
470,0.2710469
471,0.2710469
472,0.2710469
473,0.03172165
474,0.2710469
475,0.2710469
476,0.03172165
477,0.2710469
478,0.2710469
479,0.03172165
480,0.03172165
481,0.03172165
482,0.2710469
483,0.2710469
484,0.2710469
485,0.2710469
486,0.2710469
487,0.2710469
488,0.03172165
489,0.5409038
490,0.2710469
491,0.03172165
492,0.2710469
493,0.03172165
494,0.2710469
495,0.2710469
496,0.2710469
497,0.03172165
498,1.7784089
499,0.03172165
500,0.03172165
501,0.2710469
502,0.2710469
503,0.03172165
504,4.0538177
505,0.2710469
506,0.5409038
507,0.2710469
508,0.2710469
509,0.2710469
510,0.2710469
511,0.2710469
512,0.2710469
513,0.03172165
514,0.2710469
515,0.03172165
516,0.2710469
517,0.2710469
518,0.2710469
519,0.2710469
520,0.2710469
521,0.2710469
522,0.2710469
523,0.2710469
524,0.2710469
525,0.2710469
526,0.2710469
527,0.2710469
528,0.2710469
529,0.2710469
530,0.03172165
531,0.2710469
532,0.2710469
533,0.2710469
534,0.03172165
535,0.2710469
536,0.03172165
537,0.2710469
538,0.5409038
539,0.2710469
540,0.8868718
541,0.03172165
542,0.2710469
543,0.2710469
544,0.2710469
545,0.03172165
546,0.2710469
547,0.2710469
548,0.2710469
549,0.2710469
550,0.03172165
551,0.2710469
552,0.2710469
553,0.2710469
554,0.2710469
555,0.2710469
556,0.2710469
557,0.2710469
558,0.03172165
559,0.2710469
560,0.2710469
561,0.2710469
562,0.2710469
563,0.03172165
564,0.03172165
565,0.2710469
566,0.2710469
567,0.03172165
568,0.2710469
569,0.2710469
570,0.03172165
571,0.03172165
572,0.2710469
573,0.2710469
574,0.03172165
575,0.03172165
576,0.2710469
577,0.03172165
578,0.03172165
579,0.2710469
580,0.03172165
581,0.03172165
582,0.03172165
583,0.03172165
584,0.2710469
585,0.2710469
586,0.03172165
587,0.2710469
588,0.2710469
589,0.2710469
590,0.2710469
591,0.2710469
592,0.5409038
593,0.2710469
594,0.2710469
595,0.5409038
596,0.2710469
597,0.03172165
598,0.2710469
599,0.03172165
600,0.2710469
601,0.2710469
602,0.03172165
603,0.2710469
604,0.2710469
605,0.2710469
606,0.2710469
607,0.03172165
608,0.2710469
609,0.2710469
610,0.2710469
611,0.2710469
612,0.03172165
613,0.03172165
614,0.03172165
615,0.2710469
616,0.2710469
617,0.2710469
618,0.2710469
619,0.2710469
620,0.2710469
621,0.03172165
622,0.03172165
623,0.2710469
624,0.2710469
625,0.2710469
626,0.2710469
627,0.03172165
628,0.2710469
629,0.2710469
630,0.2710469
631,0.03172165
632,0.2710469
633,0.03172165
634,0.2710469
635,0.2710469
636,0.03172165
637,0.2710469
638,0.5409038
639,0.2710469
640,0.2710469
641,0.2710469
642,0.2710469
643,0.03172165
644,0.2710469
645,0.03172165
646,0.2710469
647,0.2710469
648,0.03172165
649,0.2710469
650,0.2710469
651,0.2710469
652,0.03172165
653,0.2710469
654,0.2710469
655,0.2710469
656,0.2710469
657,0.03172165
658,0.03172165
659,0.2710469
660,0.2710469
661,0.2710469
662,0.03172165
663,0.2710469
664,0.2710469
665,0.2710469
666,0.2710469
667,0.03172165
668,0.2710469
669,0.2710469
670,0.2710469
671,0.2710469
672,0.5409038
673,0.2710469
674,0.03172165
675,0.03172165
676,0.2710469
677,0.2710469
678,0.2710469
679,0.2710469
680,0.03172165
681,0.2710469
682,2.30189
683,0.03172165
684,0.2710469
685,0.2710469
686,0.2710469
687,0.2710469
688,0.2710469
689,0.03172165
690,0.03172165
691,0.2710469
692,0.2710469
693,0.2710469
694,0.03172165
695,0.2710469
696,0.03172165
697,0.03172165
698,0.03172165
699,0.03172165
700,0.2710469
701,0.03172165
702,0.2710469
703,0.2710469
704,0.03172165
705,0.03172165
706,0.2710469
707,0.03172165
708,0.5409038
709,0.5409038
710,0.2710469
711,0.2710469
712,0.03172165
713,0.2710469
714,0.2710469
715,0.03172165
716,0.2710469
717,0.2710469
718,0.03172165
719,0.03172165
720,0.03172165
721,0.2710469
722,0.2710469
723,0.2710469
724,0.2710469
725,0.2710469
726,0.2710469
727,0.2710469
728,0.03172165
729,0.2710469
730,0.2710469
731,0.2710469
732,0.2710469
733,0.03172165
734,0.2710469
735,0.2710469
736,0.2710469
737,0.2710469
738,0.2710469
739,0.2710469
740,0.2710469
741,0.2710469
742,0.03172165
743,0.2710469
744,0.2710469
745,0.2710469
746,0.2710469
747,0.2710469
748,0.2710469
749,0.03172165
750,0.2710469
751,0.2710469
752,0.2710469
753,0.2710469
754,2.86188
755,0.2710469
756,0.03172165
757,0.2710469
758,0.2710469
759,0.2710469
760,0.5409038
761,0.2710469
762,0.2710469
763,0.2710469
764,0.2710469
765,0.2710469
766,0.2710469
767,0.5409038
768,0.2710469
769,0.2710469
770,0.03172165
771,0.03172165
772,0.2710469
773,0.03172165
774,0.03172165
775,0.03172165
776,0.2710469
777,0.2710469
778,0.03172165
779,0.2710469
780,0.03172165
781,0.2710469
782,0.2710469
783,0.2710469
784,0.03172165
785,0.2710469
786,0.2710469
787,0.2710469
788,0.03172165
789,0.2710469
790,0.03172165
791,0.03172165
792,0.03172165
793,0.5409038
794,0.03172165
795,0.03172165
796,0.03172165
797,0.2710469
798,0.03172165
799,0.2710469
800,0.2710469
801,0.2710469
802,0.03172165
803,0.03172165
804,0.2710469
805,0.03172165
806,0.2710469
807,0.2710469
808,0.2710469
809,0.03172165
810,0.2710469
811,0.2710469
812,0.2710469
813,0.2710469
814,0.2710469
815,0.2710469
816,0.2710469
817,0.03172165
818,0.03172165
819,0.2710469
820,0.2710469
821,0.2710469
822,0.2710469
823,0.03172165
824,0.2710469
825,0.2710469
826,0.2710469
827,0.03172165
828,0.2710469
829,0.2710469
830,0.2710469
831,0.2710469
832,0.2710469
833,0.2710469
834,0.2710469
835,0.2710469
836,0.03172165
837,0.2710469
838,0.2710469
839,0.2710469
840,0.03172165
841,0.2710469
842,0.2710469
843,0.03172165
844,0.2710469
845,0.03172165
846,0.2710469
847,0.2710469
848,0.2710469
849,0.2710469
850,0.2710469
851,0.03172165
852,0.2710469
853,0.03172165
854,0.2710469
855,0.2710469
856,0.2710469
857,0.2710469
858,0.03172165
859,0.2710469
860,0.2710469
861,0.03172165
862,0.2710469
863,0.2710469
864,0.2710469
865,0.2710469
866,0.2710469
867,0.2710469
868,0.2710469
869,0.2710469
870,0.5409038
871,0.2710469
872,0.2710469
873,0.2710469
874,0.2710469
875,0.2710469
876,0.2710469
877,0.2710469
878,0.2710469
879,0.2710469
880,0.2710469
881,0.2710469
882,0.2710469
883,0.5409038
884,0.2710469
885,0.2710469
886,0.2710469
887,0.2710469
888,0.2710469
889,0.2710469
890,0.2710469
891,0.2710469
892,0.2710469
893,0.2710469
894,0.2710469
895,0.2710469
896,0.03172165
897,0.2710469
898,0.2710469
899,0.2710469
900,0.2710469
901,0.2710469
902,0.2710469
903,0.03172165
904,0.2710469
905,0.2710469
906,0.5409038
907,0.2710469
908,0.2710469
909,0.03172165
910,0.2710469
911,0.2710469
912,0.2710469
913,0.8868718
914,0.03172165
915,0.2710469
916,0.2710469
917,0.2710469
918,0.2710469
919,0.2710469
920,0.03172165
921,0.2710469
922,0.2710469
923,0.2710469
924,0.2710469
925,0.2710469
926,0.2710469
927,0.2710469
928,0.2710469
929,0.2710469
930,0.03172165
931,0.03172165
932,0.2710469
933,0.2710469
934,0.03172165
935,0.2710469
936,0.2710469
937,0.2710469
938,0.2710469
939,0.2710469
940,0.2710469
941,0.2710469
942,0.03172165
943,0.2710469
944,0.2710469
945,0.03172165
946,0.2710469
947,0.2710469
948,0.2710469
949,0.2710469
950,0.2710469
951,0.03172165
952,0.2710469
953,0.03172165
954,0.2710469
955,0.2710469
956,3.4485059
957,0.2710469
958,0.2710469
959,0.03172165
960,0.03172165
961,0.2710469
962,0.2710469
963,0.2710469
964,0.2710469
965,0.03172165
966,0.2710469
967,0.03172165
968,0.2710469
969,0.2710469
970,0.03172165
971,0.2710469
972,0.2710469
973,0.2710469
974,0.2710469
975,0.2710469
976,0.2710469
977,1.7784089
978,0.2710469
979,0.2710469
980,0.2710469
981,0.2710469
982,0.2710469
983,0.2710469
984,0.03172165
985,0.2710469
986,0.2710469
987,0.5409038
988,0.2710469
989,0.03172165
990,0.03172165
991,0.2710469
992,0.2710469
993,0.2710469
994,0.2710469
995,0.2710469
996,0.03172165
997,0.2710469
998,0.2710469
999,0.2710469
1000,0.2710469
1001,0.2710469
1002,0.2710469
1003,0.03172165
1004,0.2710469
1005,0.2710469
1006,0.03172165
1007,0.2710469
1008,0.2710469
1009,0.2710469
1010,0.2710469
1011,0.2710469
1012,0.2710469
1013,0.2710469
1014,0.03172165
1015,0.03172165
1016,0.03172165
1017,0.03172165
1018,0.2710469
1019,0.2710469
1020,0.03172165
1021,0.2710469
1022,0.2710469
1023,0.2710469
1024,0.2710469
1025,0.2710469
1026,0.2710469
1027,0.2710469
1028,0.03172165
1029,0.2710469
1030,0.2710469
1031,0.2710469
1032,0.2710469
1033,0.03172165
1034,0.2710469
1035,0.2710469
1036,0.2710469
1037,0.5409038
1038,0.03172165
1039,0.2710469
1040,0.2710469
1041,0.03172165
1042,0.03172165
1043,0.2710469
1044,0.2710469
1045,0.2710469
1046,0.2710469
1047,0.2710469
1048,0.5409038
1049,0.03172165
1050,0.03172165
1051,0.03172165
1052,0.03172165
1053,0.03172165
1054,0.03172165
1055,0.2710469
1056,0.2710469
1057,0.03172165
1058,0.03172165
1059,0.2710469
1060,0.2710469
1061,0.03172165
1062,0.5409038
1063,0.5409038
1064,0.2710469
1065,0.2710469
1066,0.2710469
1067,0.2710469
1068,0.2710469
1069,0.2710469
1070,0.2710469
1071,0.2710469
1072,0.03172165
1073,0.2710469
1074,0.2710469
1075,0.2710469
1076,0.2710469
1077,0.03172165
1078,0.03172165
1079,0.2710469
1080,0.5409038
1081,0.03172165
1082,0.2710469
1083,0.2710469
1084,0.2710469
1085,0.2710469
1086,0.03172165
1087,0.2710469
1088,0.2710469
1089,0.2710469
1090,0.2710469
1091,0.03172165
1092,0.5409038
1093,0.8868718
1094,0.2710469
1095,0.2710469
1096,0.2710469
1097,0.2710469
1098,0.03172165
1099,0.2710469
1100,0.5409038
1101,0.2710469
1102,0.2710469
1103,0.2710469
1104,0.5409038
1105,0.2710469
1106,0.03172165
1107,0.2710469
1108,0.2710469
1109,0.03172165
1110,0.2710469
1111,0.03172165
1112,0.2710469
1113,0.03172165
1114,0.2710469
1115,0.2710469
1116,0.2710469
1117,0.03172165
1118,0.2710469
1119,0.2710469
1120,0.2710469
1121,0.2710469
1122,0.2710469
1123,0.03172165
1124,0.2710469
1125,0.2710469
1126,0.2710469
1127,0.2710469
1128,0.2710469
1129,0.2710469
1130,0.2710469
1131,0.03172165
1132,0.2710469
1133,0.2710469
1134,0.5409038
1135,0.2710469
1136,0.2710469
1137,0.2710469
1138,0.2710469
1139,0.2710469
1140,2.30189
1141,0.2710469
1142,0.2710469
1143,0.2710469
1144,0.2710469
1145,0.2710469
1146,0.2710469
1147,0.03172165
1148,0.03172165
1149,0.2710469
1150,0.2710469
1151,0.2710469
1152,0.03172165
1153,0.2710469
1154,0.2710469
1155,0.2710469
1156,0.2710469
1157,0.8868718
1158,0.2710469
1159,0.2710469
1160,0.2710469
1161,0.2710469
1162,0.2710469
1163,0.03172165
1164,0.2710469
1165,0.03172165
1166,0.03172165
1167,0.03172165
1168,0.03172165
1169,0.03172165
1170,0.2710469
1171,0.03172165
1172,0.03172165
1173,0.5409038
1174,0.03172165
1175,0.03172165
1176,0.03172165
1177,0.2710469
1178,0.2710469
1179,0.2710469
1180,0.2710469
1181,0.2710469
1182,0.2710469
1183,0.03172165
1184,0.2710469
1185,0.2710469
1186,0.03172165
1187,0.03172165
1188,0.2710469
1189,0.2710469
1190,0.2710469
1191,0.2710469
1192,0.03172165
1193,0.2710469
1194,0.2710469
1195,0.2710469
1196,0.2710469
1197,0.2710469
1198,0.03172165
1199,0.2710469
1200,0.2710469
1201,0.03172165
1202,0.2710469
1203,0.2710469
1204,0.03172165
1205,0.2710469
1206,0.2710469
1207,0.03172165
1208,0.2710469
1209,0.2710469
1210,0.2710469
1211,0.2710469
1212,0.2710469
1213,0.2710469
1214,0.2710469
1215,0.2710469
1216,0.2710469
1217,0.2710469
1218,0.2710469
1219,0.2710469
1220,0.03172165
1221,0.03172165
1222,0.2710469
1223,0.2710469
1224,0.2710469
1225,0.03172165
1226,0.2710469
1227,0.03172165
1228,0.2710469
1229,0.2710469
1230,0.03172165
1231,0.2710469
1232,0.2710469
1233,0.2710469
1234,0.2710469
1235,0.2710469
1236,0.2710469
1237,0.2710469
1238,0.03172165
1239,0.2710469
1240,0.2710469
1241,0.2710469
1242,0.2710469
1243,0.2710469
1244,0.2710469
1245,0.2710469
1246,0.2710469
1247,0.2710469
1248,0.2710469
1249,0.2710469
1250,0.2710469
1251,0.03172165
1252,0.2710469
1253,0.2710469
1254,0.2710469
1255,1.3028096
1256,0.8868718
1257,0.2710469
1258,0.03172165
1259,0.03172165
1260,0.03172165
1261,0.2710469
1262,0.03172165
1263,0.2710469
1264,0.2710469
1265,0.2710469
1266,0.2710469
1267,0.2710469
1268,0.2710469
1269,0.2710469
1270,0.2710469
1271,0.2710469
1272,0.2710469
1273,0.2710469
1274,0.03172165
1275,0.2710469
1276,0.2710469
1277,0.03172165
1278,0.03172165
1279,0.2710469
1280,0.2710469
1281,0.2710469
1282,0.2710469
1283,0.2710469
1284,0.2710469
1285,0.2710469
1286,0.2710469
1287,0.2710469
1288,0.2710469
1289,0.2710469
1290,0.2710469
1291,0.2710469
1292,0.2710469
1293,0.2710469
1294,0.2710469
1295,0.2710469
1296,0.2710469
1297,0.2710469
1298,0.2710469
1299,0.2710469
1300,0.2710469
1301,0.2710469
1302,0.2710469
1303,0.03172165
1304,0.2710469
1305,0.2710469
1306,0.2710469
1307,0.2710469
1308,0.2710469
1309,0.03172165
1310,0.03172165
1311,0.2710469
1312,0.5409038
1313,0.2710469
1314,0.2710469
1315,0.03172165
1316,0.2710469
1317,0.2710469
1318,0.2710469
1319,0.2710469
1320,0.2710469
1321,0.2710469
1322,0.03172165
1323,0.2710469
1324,0.2710469
1325,0.2710469
1326,0.03172165
1327,0.03172165
1328,0.2710469
1329,0.2710469
1330,0.03172165
1331,0.2710469
1332,0.03172165
1333,0.2710469
1334,0.2710469
1335,0.2710469
1336,0.03172165
1337,0.2710469
1338,0.2710469
1339,0.2710469
1340,0.03172165
1341,0.03172165
1342,0.2710469
1343,0.2710469
1344,0.03172165
1345,0.2710469
1346,0.03172165
1347,0.2710469
1348,0.2710469
1349,0.2710469
1350,0.03172165
1351,0.2710469
1352,0.03172165
1353,0.2710469
1354,0.2710469
1355,0.2710469
1356,0.2710469
1357,0.2710469
1358,0.2710469
1359,0.2710469
1360,0.2710469
1361,0.2710469
1362,0.2710469
1363,0.2710469
1364,0.2710469
1365,0.2710469
1366,0.2710469
1367,0.2710469
1368,0.2710469
1369,0.03172165
1370,0.03172165
1371,0.03172165
1372,0.2710469
1373,0.2710469
1374,0.03172165
1375,0.2710469
1376,0.2710469
1377,0.03172165
1378,0.2710469
1379,0.2710469
1380,0.2710469
1381,0.2710469
1382,0.2710469
1383,0.2710469
1384,0.2710469
1385,0.2710469
1386,0.2710469
1387,0.2710469
1388,0.2710469
1389,0.03172165
1390,0.2710469
1391,0.2710469
1392,0.2710469
1393,0.03172165
1394,0.03172165
1395,0.2710469
1396,0.03172165
1397,0.2710469
1398,0.2710469
1399,0.2710469
1400,0.03172165
1401,0.03172165
1402,0.2710469
1403,0.8868718
1404,0.03172165
1405,0.03172165
1406,0.2710469
1407,0.03172165
1408,0.2710469
1409,0.03172165
1410,0.2710469
1411,0.2710469
1412,0.2710469
1413,0.2710469
1414,0.2710469
1415,0.2710469
1416,0.2710469
1417,0.2710469
1418,0.2710469
1419,0.2710469
1420,0.03172165
1421,0.2710469
1422,0.2710469
1423,0.2710469
1424,0.2710469
1425,0.2710469
1426,0.03172165
1427,0.2710469
1428,0.2710469
1429,0.2710469
1430,0.03172165
1431,0.2710469
1432,0.03172165
1433,0.2710469
1434,0.03172165
1435,0.2710469
1436,0.03172165
1437,0.03172165
1438,0.03172165
1439,0.03172165
1440,0.03172165
1441,0.03172165
1442,0.2710469
1443,0.2710469
1444,0.03172165
1445,0.2710469
1446,0.03172165
1447,0.03172165
1448,0.03172165
1449,0.2710469
1450,0.03172165
1451,0.2710469
1452,0.2710469
1453,0.2710469
1454,0.03172165
1455,0.03172165
1456,0.2710469
1457,0.03172165
1458,0.2710469
1459,0.2710469
1460,0.2710469
1461,0.2710469
1462,0.2710469
1463,0.03172165
1464,0.2710469
1465,0.2710469
1466,0.2710469
1467,0.03172165
1468,0.2710469
1469,0.2710469
1470,0.2710469
1471,0.2710469
1472,0.2710469
1473,0.2710469
1474,0.2710469
1475,0.2710469
1476,0.2710469
1477,0.2710469
1478,0.2710469
1479,0.2710469
1480,0.2710469
1481,0.2710469
1482,0.2710469
1483,0.03172165
1484,0.2710469
1485,0.2710469
1486,0.2710469
1487,0.2710469
1488,0.2710469
1489,0.2710469
1490,0.2710469
1491,0.2710469
1492,0.2710469
1493,0.03172165
1494,0.2710469
1495,0.2710469
1496,0.2710469
1497,0.2710469
1498,0.2710469
1499,0.2710469
1500,0.2710469
1501,0.2710469
1502,0.2710469
1503,0.03172165
1504,0.2710469
1505,0.03172165
1506,0.2710469
1507,0.03172165
1508,0.2710469
1509,0.2710469
1510,0.2710469
1511,0.2710469
1512,0.03172165
1513,0.03172165
1514,0.2710469
1515,0.03172165
1516,0.03172165
1517,0.2710469
1518,0.2710469
1519,0.2710469
1520,0.03172165
1521,0.2710469
1522,0.2710469
1523,0.2710469
1524,0.2710469
1525,0.03172165
1526,0.2710469
1527,0.2710469
1528,0.2710469
1529,0.2710469
1530,0.2710469
1531,0.2710469
1532,0.2710469
1533,0.03172165
1534,0.03172165
1535,0.03172165
1536,0.2710469
1537,0.03172165
1538,0.2710469
1539,0.2710469
1540,0.03172165
1541,0.03172165
1542,0.03172165
1543,0.2710469
1544,0.2710469
1545,0.03172165
1546,0.03172165
1547,0.2710469
1548,0.5409038
1549,0.2710469
1550,0.03172165
1551,0.2710469
1552,0.03172165
1553,0.2710469
1554,0.03172165
1555,0.2710469
1556,0.2710469
1557,0.03172165
1558,0.2710469
1559,0.2710469
1560,0.2710469
1561,0.2710469
1562,0.03172165
1563,0.2710469
1564,0.03172165
1565,0.03172165
1566,0.2710469
1567,0.2710469
1568,0.03172165
1569,0.03172165
1570,0.03172165
1571,0.03172165
1572,0.03172165
1573,0.03172165
1574,0.2710469
1575,0.03172165
1576,0.03172165
1577,0.03172165
1578,0.2710469
1579,0.03172165
1580,0.03172165
1581,0.03172165
1582,0.5409038
1583,0.2710469
1584,0.5409038
1585,0.03172165
1586,0.03172165
1587,0.2710469
1588,0.03172165
1589,0.2710469
1590,0.2710469
1591,0.03172165
1592,0.03172165
1593,0.2710469
1594,0.03172165
1595,0.03172165
1596,0.03172165
1597,0.03172165
1598,0.03172165
1599,0.03172165
1600,0.03172165
1601,0.03172165
1602,0.2710469
1603,0.03172165
1604,0.03172165
1605,0.2710469
1606,0.03172165
1607,0.03172165
1608,0.2710469
1609,0.2710469
1610,0.03172165
1611,0.03172165
1612,0.03172165
1613,0.2710469
1614,0.03172165
1615,0.2710469
1616,0.03172165
1617,0.03172165
1618,0.2710469
1619,0.03172165
1620,0.2710469
1621,0.2710469
1622,0.03172165
1623,0.03172165
1624,0.03172165
1625,0.03172165
1626,0.03172165
1627,0.2710469
1628,0.2710469
1629,0.03172165
1630,0.03172165
1631,0.03172165
1632,0.03172165
1633,0.03172165
1634,0.03172165
1635,0.03172165
1636,0.03172165
1637,0.03172165
1638,0.2710469
1639,0.03172165
1640,0.2710469
1641,0.03172165
1642,0.03172165
1643,0.2710469
1644,0.2710469
1645,0.03172165
1646,0.2710469
1647,0.2710469
1648,0.03172165
1649,0.03172165
1650,0.03172165
1651,0.2710469
1652,0.03172165
1653,0.2710469
1654,0.2710469
1655,0.2710469
1656,0.2710469
1657,0.2710469
1658,0.03172165
1659,0.2710469
1660,0.03172165
1661,0.2710469
1662,0.03172165
1663,0.03172165
